with	O
a	O
taste-masking	O
coating	O
comprising	O
a	O
water-insoluble,	O
water-permeable	O
methacrylate	O
ester	O
copolymer	O
in	O
which	O
the	O
coating	O
is	O
applied	O
to	O
the	O
granules	O
in	O
an	O
amount	O
which	O
provides	O
a	O
taste-masking	O
effect	O
for	O
a	O
relatively	O
short	O
period	O
during	O
which	O
the	O
composition	O
is	O
being	O
chewed	O
by	O
a	O
patient,	O
but	O
which	O
allows	O
substantially	O
immediate	O
release	O
of	O
the	O
histamine	B-GENE
H2-receptor	I-GENE
antagonist	O
after	O
the	O
composition	O
has	O
been	O
chewed	O
and	O
ingested	O
.	O


The	O
invention	O
concerns	O
a	O
method	O
for	O
accelerating	O
the	O
digestion	O
rate	O
of	O
a	O
protein	O
matter	O
which	O
consists	O
in	O
treating	O
the	O
protein	O
matter	O
with	O
transglutaminase,	O
and	O
in	O
mixing	O
it	O
with	O
anionic	O
polysaccharides	O
.	O
The	O
invention	O
also	O
concerns	O
the	O
use	O
of	O
a	O
protein	O
matter	O
with	O
rapid	O
digestion	O
for	O
preparing	O
a	O
food	O
or	O
pharmaceutical	O
composition	O
to	O
be	O
orally	O
administered	O
to	O
a	O
mammal	O
so	O
as	O
to	O
induce	O
a	O
postprandial	O
peak	O
of	O
plasma	O
increase	O
in	O
amino	O
acids	O
.	O
Said	O
composition	O
is	O
designed	O
for	O
modulating	O
postprandial	O
protein	O
gain,	O
and	O
or	O
limiting	O
problems	O
related	O
to	O
disorders	O
of	O
gastrointestinal	O
motility,	O
and	O
/	O
or	O
limiting	O
postprandial	O
feelings	O
of	O
nausea	O
in	O
pregnant	O
women,	O
and	O
/	O
or	O
limiting	O
postprandial	O
risks	O
of	O
regurgitation	O
and	O
/	O
or	O
gastroesophageal	O
reflux	O
.	O
Finally	O
the	O
invention	O
also	O
concerns	O
a	O
food	O
or	O
pharmaceutical	O
composition	O
comprising	O
anionic	O
polysaccharides	O
and	O
a	O
protein	O
matter	O
treated	O
with	O
transglutaminase	B-GENE
.	O


The	O
present	O
invention	O
relates	O
to	O
a	O
cyclopentenopyridine	O
derivative	O
represented	O
by	O
general	O
formula	O
[	O
I	O
]	O
or	O
a	O
pharmaceutically	O
acceptable	O
salt	O
thereof	O
:	O
(	O
see	O
formula	O
I	O
)	O
wherein	O
Ar	O
is	O
a	O
phenyl	O
group	O
or	O
the	O
like,	O
R1	O
is	O
a	O
mono-or	O
di-C1-C6	O
alkylamino	O
group	O
or	O
the	O
like,	O
and	O
R2	O
is	O
a	O
hydroxyl	O
group	O
or	O
the	O
like,	O
a	O
process	O
for	O
its	O
production	O
and	O
its	O
use	O
as	O
endothelin	B-GENE
antagonist	O
.	O


The	O
present	O
invention	O
provides	O
a	O
single-stranded	O
oligodeoxyribonucleotide,	O
which	O
(	O
i	O
)	O
comprises	O
from	O
about	O
5	O
to	O
11	O
bases,	O
at	O
least	O
one	O
of	O
which	O
is	O
a	O
substituted	O
or	O
an	O
unsubstituted	O
O6-benzylguanine,	O
and	O
(	O
ii	O
)	O
inactivates	O
human	B-GENE
AGT	I-GENE
.	O
The	O
present	O
invention	O
also	O
provides	O
a	O
single-stranded	O
oligodeoxyribonucleotide,	O
which	O
can	O
inactivate	O
a	O
mutant	O
human	O
AGT,	O
which	O
either	O
is	O
not	O
inactivated	O
by	O
O6-benzylguanine	O
or	O
is	O
less	O
inactivated	O
by	O
O6-benzylguanine	O
than	O
by	O
said	O
single-stranded	O
oligodeoxyribonucleotide	O
.	O
A	O
phosphate	O
of	O
the	O
single-stranded	O
oligodeoxyribonucleotide	O
can	O
be	O
replaced	O
by	O
a	O
methylphosphonate	O
or	O
a	O
phosphorothioate	O
.	O
The	O
present	O
invention	O
also	O
provides	O
a	O
composition	O
comprising	O
such	O
an	O
oligodeoxyribonucleotide	O
.	O
In	O
addition,	O
the	O
present	O
invention	O
provides	O
a	O
method	O
of	O
enhancing	O
the	O
effect	O
of	O
an	O
antineoplastic	O
alkylating	O
agent,	O
which	O
alkylates	O
the	O
O6	O
position	O
of	O
guanine	O
residues	O
in	O
DNA,	O
in	O
the	O
chemotherapeutic	O
treatment	O
of	O
cancer	O
in	O
a	O
mammal,	O
which	O
method	O
comprises	O
the	O
co-administration	O
to	O
the	O
mammal	O
of	O
a	O
cancer-treatment	O
effective	O
amount	O
of	O
an	O
antineoplastic	O
alkylating	O
agent	O
and	O
a	O
chemotherapeutic	O
treatment-enhancing	O
amount	O
of	O
a	O
present	O
inventive	O
oligodeoxyribonucleotide	O
or	O
composition	O
thereof	O
.	O


The	O
present	O
invention	O
relates	O
to	O
processes	O
for	O
the	O
production	O
of	O
mistletoe	B-GENE
lectin	I-GENE
polypeptides	O
in	O
homologous	O
and	O
heterologous	O
host	O
systems	O
and	O
mistletoe	B-GENE
lectin	I-GENE
peptides	O
as	O
such	O
.	O
Further,	O
nucleic	O
acid	O
molecules	O
are	O
provided,	O
which	O
code	O
for	O
these	O
mistletoe	B-GENE
lectin	I-GENE
polypeptides,	O
and	O
also	O
pharmaceutical	O
compositions	O
which	O
contain	O
these	O
mistletoe	B-GENE
lectin	I-GENE
polypeptides	O
or	O
mistletoe	B-GENE
lectin	I-GENE
nucleic	O
acids	O
.	O
	O
	O
In	O
order	O
to	O
produce	O
the	O
many	O
mistletoe	B-GENE
lectin	I-GENE
isoenzymes	O
contained	O
in	O
the	O
natural	O
mistletoe	O
extract,	O
which	O
can	O
trigger	O
anti-tumorigenic	O
and	O
mood-brightening	O
effects,	O
in	O
sufficient	O
quantities,	O
the	O
present	O
invention	O
provides	O
a	O
process	O
which	O
makes	O
it	O
possible	O
to	O
produce	O
mistletoe	B-GENE
lectins	I-GENE
in	O
required	O
quantities	O
biotechnologically	O
and	O
at	O
the	O
same	O
time	O
to	O
recreate	O
the	O
diversity	O
of	O
the	O
natural	O
mistletoe	O
extract	O
in	O
mistletoe	B-GENE
lectin	I-GENE
isoenzymes	O
.	O


This	O
invention	O
relates	O
to	O
the	O
use	O
of	O
cyclic	B-GENE
guanosine	I-GENE
3',	I-GENE
5'-monophosphate	I-GENE
phosphodiesterase	I-GENE
type	I-GENE
five	I-GENE
(	O
cGMP	B-GENE
PDE5	I-GENE
)	O
inhibitors,	O
including	O
in	O
particular	O
the	O
compound	O
sildenafil,	O
in	O
combination	O
with	O
gabapentin	O
or	O
pregabalin,	O
which	O
may	O
be	O
used	O
for	O
the	O
treatment	O
of	O
neuropathy,	O
including	O
in	O
particular	O
the	O
treatment	O
of	O
diabetic	O
neuropathy	O
.	O


There	O
is	O
provided	O
compounds	O
of	O
formula	O
(	O
IA	O
)	O
and	O
of	O
Formula	O
(	O
IB	O
)	O
,	O
wherein	O
R1,	O
R2,	O
R3,	O
R4	O
and	O
A	O
have	O
meanings	O
given	O
in	O
the	O
description,	O
which	O
are	O
useful	O
in	O
the	O
curative	O
and	O
prophylactic	O
treatment	O
of	O
medical	O
conditions	O
for	O
which	O
inhibition	O
of	O
a	O
cyclic	B-GENE
guanosine	I-GENE
3',5'-monophosphate	I-GENE
phosphodiesterase	I-GENE
(	O
e	O
.	O
g	O
.	O
cGMP	O
PDE5	B-GENE
)	O
is	O
desired	O
.	O


Process	O
for	O
the	O
manufacturing	O
of	O
slightly	O
soluble	O
or	O
less	O
soluble	O
alkaline	O
salts	O
of	O
substituted	O
sulphinyl	O
heterocycles	O
containing	O
an	O
imidazole	O
moiety	O
with	O
formula	O
(	O
I	O
)	O
,	O
preferably	O
alkaline	O
salts	O
of	O
a	O
proton	B-GENE
pump	I-GENE
inhibitor	O
compound,	O
wherein	O
the	O
process	O
comprises	O
the	O
step	O
of	O
reacting	O
the	O
substituted	O
sulphinyl	O
heterocycle	O
of	O
formula	O
(	O
I	O
)	O
with	O
a	O
source	O
of	O
the	O
cation	O
in	O
the	O
presence	O
of	O
a	O
base,	O
characterized	O
by	O
a	O
washing	O
step	O
in	O
which	O
the	O
prepared	O
alkaline	O
salt	O
of	O
the	O
substituted	O
sulphinyl	O
compound	O
is	O
washed	O
with	O
a	O
basic	O
aqueous	O
solvent	O
mixture	O
.	O
The	O
obtained	O
bulk	O
drug	O
substance	O
resulting	O
in	O
a	O
bulk	O
product	O
that	O
in	O
an	O
aqueous	O
suspension	O
of	O
the	O
substituted	O
sulphinyl	O
heterocycle	O
having	O
a	O
pH	O
not	O
significantly	O
lower	O
than	O
that	O
of	O
a	O
saturated	O
water	O
solution	O
of	O
the	O
pure	O
compound	O
prepared	O
.	O
Alternatively,	O
the	O
process	O
for	O
manufacturing	O
a	O
pharmaceutical	O
dosage	O
form	O
comprising	O
the	O
active	O
substance	O
could	O
be	O
adjusted	O
.	O
For	O
instance	O
the	O
pH	O
of	O
an	O
aqueous	O
suspension	O
of	O
the	O
active	O
substance	O
is	O
adjusted	O
to	O
a	O
pH	O
not	O
significantly	O
lower	O
than	O
that	O
of	O
a	O
saturated	O
water	O
solution	O
of	O
the	O
pure	O
compound	O
.	O
The	O
processes	O
are	O
preferably	O
useful	O
in	O
the	O
manufacturing	O
of	O
omeprazole	O
magnesium	O
salt	O
or	O
magnesium	O
salt	O
of	O
one	O
of	O
its	O
single	O
enantiomers	O
used	O
in	O
pharmaceutical	O
dosage	O
forms	O
.	O


A	O
composition	O
and	O
method	O
for	O
treating	O
periodontal	O
disease	O
is	O
provided	O
comprising	O
resveratrol	O
in	O
combination	O
with	O
a	O
pharmaceutically	O
acceptable	O
carrier	O
.	O
The	O
composition	O
is	O
particularly	O
useful	O
for	O
administration	O
to	O
individuals	O
at	O
high	O
risk	O
of	O
developing	O
periodontal	O
disease	O
such	O
as	O
those	O
who	O
smoke	O
tobacco	O
products	O
and	O
those	O
exposed	O
to	O
second-hand	O
tobacco	O
smoke	O
or	O
environmental	O
pollutant	O
AhR	B-GENE
ligands	O
.	O


The	O
present	O
invention	O
provides	O
end-blocked	O
nucleic	O
acids,	O
e	O
.	O
g	O
.	O
,	O
2	O
'	O
-O-R,	O
2	O
'	O
-O-R-O-R,	O
3	O
'	O
-O-R,	O
and	O
3	O
'	O
-O-R-O-R	O
oligonucleotides,	O
that	O
exhibit	O
significant	O
low	O
pH	O
stability,	O
nuclease	B-GENE
resistance	O
and	O
optionally	O
antibacterial	O
properties	O
.	O
These	O
low	O
toxicity,	O
highly	O
specific,	O
acid	O
stable,	O
end-blocked	O
nucleic	O
acids	O
represent	O
a	O
novel	O
and	O
improved	O
oligonucleotide	O
structure	O
for	O
therapeutic	O
treatments	O
of	O
diseases	O
.	O
The	O
3	O
'	O
and	O
5	O
'	O
acid	O
stable,	O
exonuclease	B-GENE
resistant	O
polymers	O
of	O
the	O
invention	O
are	O
shown	O
here	O
to	O
provide	O
antibacterial	O
effects	O
when	O
applied	O
in	O
vivo,	O
e	O
.	O
g	O
.	O
,	O
applied	O
topically	O
to	O
skin	O
with	O
actual	O
sites	O
of	O
infection	O
on	O
dogs	O
and	O
humans	O
.	O


The	O
present	O
invention	O
relates	O
to	O
novel	O
retinoid	B-GENE
antagonists	O
of	O
the	O
formula	O
(	O
I	O
)	O
wherein	O
the	O
dotted	O
bond	O
is	O
optional	O
;	O
and,	O
when	O
the	O
dotted	O
bond	O
is	O
present,	O
R1	O
is	O
lower	O
alkyl	O
and	O
R2	O
is	O
hydrogen	O
;	O
and,	O
when	O
the	O
dotted	O
bond	O
is	O
absent,	O
R1	O
and	O
R2	O
taken	O
together	O
are	O
methylene	O
to	O
form	O
a	O
cis-substituted	O
cyclopropyl	O
ring	O
;	O
R3	O
is	O
hydroxy	O
or	O
lower	O
alkoxy	O
;	O
R4	O
is	O
alkyl	O
or	O
alkoxy	O
;	O
and	O
R5	O
and	O
R6	O
are,	O
independently,	O
a	O
C4-12	O
alkyl	O
group	O
or	O
a	O
mono-	O
or	O
polycyclic	O
C5-12-hydrocarbon	O
group	O
which	O
are	O
linked	O
to	O
the	O
phenyl	O
ring	O
